Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	FoldEnrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0010468~regulation of gene expression	3	7.317073171	0.088022647	"IL10, APP, PSEN1"	41	241	19416	5.894949904	1	0.395283857	0.364852235
GOTERM_BP_DIRECT	GO:0007566~embryo implantation	2	4.87804878	0.088722753	"IL1B, SOD1"	41	45	19416	21.04715447	1	0.396952171	0.366392111
GOTERM_BP_DIRECT	GO:0030316~osteoclast differentiation	2	4.87804878	0.090604488	"CSF1R, TNF"	41	46	19416	20.58960764	1	0.400916564	0.370051299
GOTERM_BP_DIRECT	GO:0006836~neurotransmitter transport	2	4.87804878	0.090604488	"SLC6A3, SLC6A4"	41	46	19416	20.58960764	1	0.400916564	0.370051299
GOTERM_BP_DIRECT	GO:0032689~negative regulation of type II interferon production	2	4.87804878	0.090604488	"IL10, NR1H4"	41	46	19416	20.58960764	1	0.400916564	0.370051299
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	2	4.87804878	0.092482435	"CSF1R, FGFR2"	41	47	19416	20.15153088	1	0.407732778	0.376342755
KEGG_PATHWAY	hsa00340:Histidine metabolism	2	4.87804878	0.092547413	"MAOB, MAOA"	40	22	8865	20.14772727	0.999999966	0.286014331	0.235921425
KEGG_PATHWAY	hsa04668:TNF signaling pathway	3	7.317073171	0.096072638	"IL6, IL1B, TNF"	40	119	8865	5.587184874	0.999999983	0.286014331	0.235921425
GOTERM_BP_DIRECT	GO:0036323~vascular endothelial growth factor receptor-1 signaling pathway	2	4.87804878	0.096226991	"CSF1R, FGFR2"	41	49	19416	19.32901941	1	0.42116741	0.388743097
GOTERM_BP_DIRECT	GO:0048538~thymus development	2	4.87804878	0.096226991	"PSEN1, SOD1"	41	49	19416	19.32901941	1	0.42116741	0.388743097
KEGG_PATHWAY	hsa05131:Shigellosis	4	9.756097561	0.096512889	"GSK3B, IL1B, TNF, TP53"	40	250	8865	3.546	0.999999984	0.286014331	0.235921425
GOTERM_MF_DIRECT	GO:0005018~platelet-derived growth factor alpha-receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0036332~placental growth factor receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005011~macrophage colony-stimulating factor receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0060175~brain-derived neurotrophic factor receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005020~stem cell factor receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005009~insulin receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0038062~protein tyrosine kinase collagen receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005004~GPI-linked ephrin receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0008288~boss receptor activity	2	4.87804878	0.097218921	"CSF1R, FGFR2"	41	49	19208	19.12195122	1	0.474608295	0.440321004
GOTERM_BP_DIRECT	GO:0035790~platelet-derived growth factor receptor-alpha signaling pathway	2	4.87804878	0.098093616	"CSF1R, FGFR2"	41	50	19416	18.94243902	1	0.426248517	0.393433027
GOTERM_BP_DIRECT	GO:0021549~cerebellum development	2	4.87804878	0.098093616	"PSEN1, TP53"	41	50	19416	18.94243902	1	0.426248517	0.393433027
GOTERM_MF_DIRECT	GO:0005008~hepatocyte growth factor receptor activity	2	4.87804878	0.099103739	"CSF1R, FGFR2"	41	50	19208	18.7395122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005019~platelet-derived growth factor beta-receptor activity	2	4.87804878	0.099103739	"CSF1R, FGFR2"	41	50	19208	18.7395122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005007~fibroblast growth factor receptor activity	2	4.87804878	0.099103739	"CSF1R, FGFR2"	41	50	19208	18.7395122	1	0.474608295	0.440321004
GOTERM_MF_DIRECT	GO:0005006~epidermal growth factor receptor activity	2	4.87804878	0.099103739	"CSF1R, FGFR2"	41	50	19208	18.7395122	1	0.474608295	0.440321004
GOTERM_CC_DIRECT	GO:0034707~chloride channel complex	2	4.87804878	0.099455141	"GABRB3, GABRA1"	41	54	20666	18.66847335	0.99999998	0.336158377	0.262561573
GOTERM_BP_DIRECT	GO:0050673~epithelial cell proliferation	2	4.87804878	0.099956481	"PSEN1, DRD2"	41	51	19416	18.57101865	1	0.429706154	0.396624472
GOTERM_BP_DIRECT	GO:0038109~Kit signaling pathway	2	4.87804878	0.099956481	"CSF1R, FGFR2"	41	51	19416	18.57101865	1	0.429706154	0.396624472
GOTERM_BP_DIRECT	GO:0038145~macrophage colony-stimulating factor signaling pathway	2	4.87804878	0.099956481	"CSF1R, FGFR2"	41	51	19416	18.57101865	1	0.429706154	0.396624472
