title	year	length	budget	rating	votes	mpaa	genre	status
Tales from the Hood	1995	98	6	5.1	548	R	Action	yes
Texas Rangers	2001	86	38	5.1	945	PG-13	Drama	yes
Thir13en Ghosts	2001	87	20	5.1	8292	R	Comedy	yes
Tuxedo, The	2002	98	60	5.1	6070	PG-13	Action Comedy	yes
Waiting to Exhale	1995	127	15	5.1	1611	R	Comedy Drama	yes
All the Queen's Men	2001	105	25	5	353	PG-13	Action Comedy	yes
American Werewolf in Paris, An	1997	105	22	5	4302	R	RomCom	yes
Bachelor, The	1999	101	21	5	4183	PG-13	RomCom	yes
Bogus	1996	110	32	5	1007	PG	Comedy Drama	yes
Charlie	2004	94	5	5	141	R	Drama	yes
Charlie's Angels: Full Throttle	2003	107	120	5	13990	PG-13	Action Comedy	yes
Chill Factor	1999	101	34	5	2542	R	Action Comedy	yes
Daddy and Them	2001	101	4	5	364	R	Comedy Drama	yes
Day Without a Mexican, A	2004	100	1.5	5	561	R	Comedy Drama	yes
Different Loyalty, A	2004	96	13	5	135	R	Romance Drama	yes
Dominion	1995	95	1.3	5	85	R	Drama	yes
Exorcist: The Beginning	2004	114	30	5	4130	R	Action	yes
First Love, Last Rites	1997	94	0.3	5	147	R	Romance Drama	yes
Full Frontal	2002	101	2	5	3056	R	RomCom	yes
Girl 6	1996	108	12	5	1453	R	Comedy Drama	yes
Gravesend	1997	85	0.065	5	111	R	Drama	yes
Haunted Mansion, The	2003	87	90	5	3341	PG	Comedy	yes
How Stella Got Her Groove Back	1998	124	20	5	1475	R	Romance Drama	yes
Joe's Apartment	1996	80	13	5	2169	PG-13	Comedy	yes
Last Resort, The	1997	86	5	5	62	PG-13	Action	yes
Lizzie McGuire Movie, The	2003	94	17	5	2541	PG	Comedy	yes
Lucky Numbers	2000	105	65	5	2396	R	Comedy	yes
Mortal Kombat	1995	101	20	5	8779	PG-13	Action	yes
Out-of-Towners, The	1999	90	40	5	2919	PG-13	Comedy	yes
Phantom, The	1996	100	45	5	3329	PG	Action	yes
Search and Destroy	1995	90	4	5	402	R	Comedy Drama	yes
See Spot Run	2001	94	16	5	1193	PG	Comedy	yes
Simple Wish, A	1997	89	28	5	423	PG	Comedy	yes
Teaching Mrs. Tingle	1999	96	13	5	5244	PG-13	Comedy	yes
Wedding Date, The	2005	90	15	5	953	PG-13	RomCom	yes
What's the Worst That Could Happen?	2001	97	45	5	2531	PG-13	Comedy	yes
Ace Ventura: When Nature Calls	1995	90	30	4.9	15161	PG-13	Comedy	yes
Boys and Girls	2000	94	16	4.9	3483	PG-13	RomCom	yes
Cherry Falls	2000	92	14	4.9	2165	R	Comedy	yes
Cinderella Story, A	2004	95	20	4.9	2755	PG	RomCom	yes
Crow: Salvation, The	2000	102	25	4.9	1383	R	Action Drama	yes
Eddie	1996	100	30	4.9	1348	PG-13	Comedy	yes
Elektra	2005	96	43	4.9	5120	PG-13	Action	yes
Enough	2002	115	38	4.9	4339	PG-13	Drama	yes
Friday After Next	2002	85	20	4.9	1659	R	Comedy	yes
Gloria	1999	108	30	4.9	1144	R	Drama	yes
Harvard Man	2001	99	5.5	4.9	1157	R	Romance Drama	yes
Head Over Heels	2001	86	14	4.9	2632	PG-13	RomCom	yes
Holy Man	1998	114	60	4.9	3497	PG	Comedy Drama	yes
Home Fries	1998	91	15	4.9	2374	PG-13	RomCom	yes
How High	2001	95	12	4.9	2916	R	Comedy	yes
Like Mike	2002	99	30	4.9	1484	PG	Comedy	yes
Little Nicky	2000	90	80	4.9	9485	PG-13	RomCom	yes
Malibu's Most Wanted	2003	86	16	4.9	2099	PG-13	Comedy	yes
Pacifier, The	2005	95	56	4.9	2179	PG	Action Comedy	yes
Red Baron, The	1971	97	0.9	4.9	120	PG-13	Action Drama	yes
Shrink Is In, The	2001	87	6	4.9	319	R	RomCom	yes
Soho Square	2000	79	0.007	4.9	45	R	Drama	yes
Under Siege 2: Dark Territory	1995	99	60	4.9	5551	R	Action Drama	yes
Wedding Planner, The	2001	103	35	4.9	7393	PG-13	RomCom	yes
'Til There Was You	1997	113	23	4.8	799	PG-13	RomCom	yes
Animal, The	2001	84	22	4.8	5605	R	Comedy	yes
Ciao America	2002	100	5	4.8	27	R	RomCom	yes
Company Man	2000	86	16	4.8	492	PG-13	Comedy	yes
Double Take	2001	91	24	4.8	1503	PG-13	Action Comedy	yes
Dr T and the Women	2000	122	12	4.8	4776	R	RomCom	yes
Escape from L.A.	1996	101	50	4.8	7955	R	Action	yes
Facade	2000	93	6	4.8	93	R	Action	yes
Garfield	2004	80	50	4.8	4775	PG	Animated	yes
Going Greek	2001	90	0.198	4.8	261	R	Comedy	yes
Here on Earth	2000	93	15	4.8	2187	PG-13	Romance Drama	yes
Hey Arnold! The Movie	2002	76	10	4.8	425	PG	Animated	yes
In the Shadows	2001	105	10	4.8	268	R	Drama	yes
Isn't She Great	2000	95	36	4.8	688	R	RomCom	yes
Jade	1995	107	50	4.8	2380	R	Action Drama	yes
On the Border	1998	103	3	4.8	165	R	Drama	yes
Random Hearts	1999	133	64	4.8	5919	R	Romance Drama	yes
Rugrats Go Wild!	2003	81	25	4.8	423	PG	Animated	yes
Scooby-Doo	2002	86	84	4.8	9618	PG	Comedy	yes
Screwed	2000	78	10	4.8	1592	PG-13	Comedy	yes
Solitaire for 2	1995	106	1.5	4.8	122	R	RomCom	yes
Spanish Judges	1999	98	3.5	4.8	178	R	Drama	yes
Trois 3: The Escort	2004	95	1	4.8	38	R	Drama	yes
Unstoppable	2004	96	15	4.8	579	R	Action Comedy	yes
Whole Ten Yards, The	2004	98	40	4.8	4133	PG-13	Comedy	yes
Abandon	2002	99	25	4.7	2364	PG-13	Drama	yes
Air Bud	1997	98	3	4.7	1276	PG	Comedy Drama	yes
Autumn in New York	2000	103	40	4.7	3731	PG-13	Romance Drama	yes
Big Bounce, The	2004	88	50	4.7	2505	PG-13	Comedy	yes
Big Momma's House	2000	98	30	4.7	7509	PG-13	Comedy	yes
Breed, The	2001	91	4	4.7	582	R	Action	yes
Crocodile Dundee in Los Angeles	2001	92	25	4.7	2698	PG	Comedy Drama	yes
D-Tox	2002	92	55	4.7	2742	R	Drama	yes
Down to You	2000	91	9	4.7	3232	PG-13	RomCom	yes
Fathers' Day	1997	98	85	4.7	2714	PG-13	Comedy	yes
Free Money	1998	91	30	4.7	619	R	Comedy	yes
Get Carter	2000	104	40	4.7	4927	R	Action Drama	yes
Good Boy!	2003	88	18	4.7	683	PG	Comedy Drama	yes
Greenskeeper, The	2002	90	0.08	4.7	38	R	Comedy	yes
Jingle All the Way	1996	88	60	4.7	6246	PG	Action Comedy	yes
Little Black Book	2004	111	35	4.7	1894	PG-13	RomCom	yes
Lost in Space	1998	130	80	4.7	15209	PG-13	Action	yes
Monkeybone	2001	92	75	4.7	3112	PG-13	Animated	yes
Monsoon Wife	2004	92	1	4.7	15	R	Drama	yes
Next Best Thing, The	2000	108	25	4.7	3131	PG-13	Comedy Drama	yes
Out-of-Sync	1995	105	1.5	4.7	37	R	Drama	yes
P.S. Your Cat Is Dead	2002	88	2	4.7	185	R	Comedy	yes
Raising the Stakes	1999	88	0.1	4.7	24	R	Romance Drama	yes
Silent Trigger	1996	90	15	4.7	432	R	Action Drama	yes
Simply Irresistible	1999	94	6	4.7	3083	PG-13	RomCom	yes
Slackers	2002	86	11	4.7	2755	R	Comedy	yes
Slap Her... She's French	2002	92	10	4.7	811	PG-13	Comedy	yes
Spy Kids 3-D: Game Over	2003	84	39	4.7	2597	PG	Action Comedy	yes
Stealing Harvard	2002	82	25	4.7	2547	PG-13	Comedy Drama	yes
Sweetest Thing, The	2002	90	43	4.7	8284	R	RomCom	yes
Tomcats	2001	95	11	4.7	3717	R	Comedy	yes
Velocity of Gary, The	1998	100	4	4.7	570	R	RomCom	yes
Wild Angels, The	1966	93	0.36	4.7	212	R	Action Drama	yes
Wild Thornberrys Movie, The	2002	85	35	4.7	4008	PG	Animated	yes
Charlotte Sometimes	2002	85	0.08	4.6	555	R	Drama	yes
Corky Romano	2001	86	11	4.6	2463	PG-13	Comedy	yes
Dude, Where's My Car?	2000	83	13	4.6	13330	PG-13	Comedy	yes
Eighteenth Angel, The	1998	95	25	4.6	557	R	Action	yes
Frankenfish	2004	84	3	4.6	309	R	Action Comedy	yes
Freeway II: Confessions of a Trickbaby	1999	90	2	4.6	666	R	Drama	yes
Ghosts of Mars	2001	98	28	4.6	6368	R	Action	yes
Held Up	1999	89	8	4.6	555	PG-13	Comedy	yes
Hometown Legend	2002	108	2	4.6	186	PG	Drama	yes
Jimmy Show, The	2001	99	1	4.6	145	R	Comedy Drama	yes
Judge Dredd	1995	96	90	4.6	9979	R	Action	yes
Judgment	2001	105	11	4.6	106	PG-13	Drama	yes
Lot Like Love, A	2005	107	30	4.6	786	PG-13	RomCom	yes
Maid in Manhattan	2002	105	55	4.6	12237	PG-13	RomCom	yes
Men of War	1994	99	12	4.6	397	R	Action Drama	yes
Mercy Streets	2000	106	0.6	4.6	149	PG-13	Action Drama	yes
Peacekeeper, The	1997	98	10	4.6	505	R	Action	yes
Point Men, The	2001	88	6.1	4.6	266	R	Action	yes
Resurrection Man	1998	102	4	4.6	214	R	Drama	yes
Say It Isn't So	2001	93	25	4.6	3144	R	RomCom	yes
Serving Sara	2002	99	29	4.6	2990	PG-13	RomCom	yes
Snow Day	2000	89	13	4.6	1645	PG	RomCom	yes
Spawn	1997	98	40	4.6	7523	PG-13	Action	yes
Starkweather	2004	92	1	4.6	89	R	Drama	yes
Steal Big Steal Little	1995	135	35	4.6	263	PG-13	Comedy	yes
Tank Girl	1995	104	25	4.6	4400	R	Action Comedy	yes
Tart	2001	94	3.3	4.6	714	R	Drama	yes
Belly	1998	96	10	4.5	1034	R	Drama	yes
Blues Brothers 2000	1998	123	28	4.5	5267	PG-13	Comedy	yes
Boat Trip	2002	97	20	4.5	2991	R	Comedy	yes
Carpool	1996	89	17	4.5	829	PG	Comedy	yes
Catch That Kid	2004	91	18	4.5	598	PG	Action Comedy	yes
Christmas with the Kranks	2004	98	60	4.5	1520	PG	Comedy	yes
Coronado	2003	88	4.7	4.5	411	PG-13	Action Comedy	yes
Fire Over Afghanistan	2003	92	0.155	4.5	67	R	Action Drama	yes
Jack Frost	1998	101	50	4.5	2130	PG	Comedy Drama	yes
Legionnaire	1998	98	35	4.5	1773	R	Action	yes
Medallion, The	2003	88	41	4.5	2765	PG-13	Action Comedy	yes
My Favorite Martian	1999	93	60	4.5	1942	PG	Comedy	yes
Nutty Professor II: The Klumps	2000	109	84	4.5	5825	PG-13	Comedy	yes
Packing Suburbia, A	1999	90	0.04	4.5	38	R	Drama	yes
Revelation	1999	98	5	4.5	203	PG-13	Action Drama	yes
Shadow Conspiracy	1997	103	45	4.5	1078	R	Action	yes
Smile Like Yours, A	1997	98	18	4.5	348	R	RomCom	yes
Space Truckers	1996	95	25	4.5	1460	PG-13	Comedy	yes
Spy Hard	1996	81	18	4.5	4686	PG-13	Action Comedy	yes
Summer Catch	2001	105	17	4.5	2581	PG-13	RomCom	yes
Superstar	1999	81	14	4.5	2880	PG-13	Comedy	yes
Swimfan	2002	85	8.5	4.5	3863	PG-13	Drama	yes
Time Changer	2002	95	0.825	4.5	304	PG	Drama	yes
Touch, The	2002	103	20	4.5	417	PG-13	Action	yes
Town & Country	2001	104	90	4.5	1434	R	Comedy	yes
Bad Moon	1996	80	7	4.4	519	R	Action	yes
Confessions of a Teenage Drama Queen	2004	89	15	4.4	2205	PG	Comedy	yes
Congo	1995	109	50	4.4	8058	PG-13	Action	yes
Driven	2001	116	72	4.4	7129	PG-13	Action Drama	yes
Firestorm	1998	89	19	4.4	987	R	Action	yes
Hanging Up	2000	94	40	4.4	3129	PG-13	Comedy Drama	yes
Hidden Assassin	1995	89	11	4.4	245	R	Action Drama	yes
Highlander: Endgame	2000	101	15	4.4	3773	R	Action	yes
Legally Blonde 2: Red, White & Blonde	2003	95	45	4.4	6293	PG-13	Comedy	yes
Musketeer, The	2001	104	40	4.4	3966	PG-13	Action Drama	yes
No Code of Conduct	1998	95	12	4.4	314	R	Action Drama	yes
Pep Squad	1998	94	0.5	4.4	120	R	Comedy	yes
Scarlet Letter, The	1995	135	50	4.4	2426	R	Romance Drama	yes
Thin Line Between Love and Hate, A	1996	108	8	4.4	458	R	RomCom	yes
Thunderbirds	2004	95	57	4.4	1419	PG	Action Comedy	yes
Vampire in Brooklyn	1995	100	14	4.4	2716	R	RomCom	yes
Whipped	2000	82	3	4.4	1562	R	RomCom	yes
Adventures of Rocky & Bullwinkle, The	2000	88	76	4.3	4815	PG	Animated	yes
Dead Babies	2000	100	1	4.3	172	R	Comedy	yes
Dead Hate the Living!, The	2000	90	0.15	4.3	496	R	Comedy	yes
Envy	2004	99	40	4.3	3417	PG-13	Comedy	yes
Freddy's Dead: The Final Nightmare	1991	93	5	4.3	3618	R	Comedy	yes
Raise Your Voice	2004	103	15	4.3	1626	PG	Romance Drama	yes
Rock 'n' Roll Frankenstein	1999	88	0.25	4.3	66	R	Comedy	yes
Sons of Provo	2004	93	0.2	4.3	35	PG	Comedy	yes
Yo puta	2004	76	6	4.3	151	R	Drama	yes
Belly of the Beast	2003	91	18	4.2	638	R	Action	yes
Big Bully	1996	90	15	4.2	781	PG	Comedy Drama	yes
Breakfast of Champions	1999	110	12	4.2	2250	R	Comedy	yes
Brooklyn Bound	2004	90	0.07	4.2	30	R	Drama	yes
Claustrophobia	2003	79	0.114	4.2	90	R	Comedy	yes
Decoys	2004	95	5	4.2	580	R	Comedy	yes
Dr. Jekyll and Ms. Hyde	1995	90	8	4.2	573	PG-13	Comedy	yes
Era of Vampire, The	2002	90	1	4.2	329	R	Action	yes
Fortress 2	1999	92	11	4.2	1027	R	Action	yes
Granny, The	1995	85	1	4.2	142	R	Comedy	yes
Hairshirt	1998	89	0.065	4.2	242	R	RomCom	yes
Hidden Agenda	2001	98	5	4.2	266	R	Action	yes
Ice Cream Man	1995	84	2	4.2	349	R	Comedy	yes
Kicked in the Head	1997	87	4	4.2	271	R	Comedy Drama	yes
Perfect Target	1997	89	3.5	4.2	55	R	Action	yes
Scary Movie 2	2001	83	45	4.2	12035	R	Comedy	yes
Absolon	2003	96	8	4.1	548	R	Action	yes
Black Knight	2001	95	50	4.1	3822	PG-13	Comedy	yes
Boogeyman	2005	89	20	4.1	2055	PG-13	Drama	yes
Civil Brand	2002	95	0.5	4.1	102	R	Drama	yes
Demolitionist, The	1995	100	1	4.1	238	R	Action	yes
Detention	2003	98	10	4.1	223	R	Action Drama	yes
Full Clip	2004	95	0.5	4.1	72	R	Action	yes
My Boss's Daughter	2003	90	14	4.1	2765	R	RomCom	yes
On the Line	2001	85	10	4.1	1013	PG	RomCom	yes
Pootie Tang	2001	70	3	4.1	1921	PG-13	Action Comedy	yes
Savage	1995	99	5	4.1	93	R	Action	yes
Sleepover	2004	89	10	4.1	733	PG	Comedy	yes
Breathing Room	1996	90	0.5	4	39	R	RomCom	yes
Chopin. Pragnienie milosci	2002	134	3.5	4	55	R	Romance Drama	yes
Dungeons & Dragons	2000	107	35	4	7435	PG-13	Action	yes
Extreme Ops	2002	94	40	4	1337	PG-13	Action	yes
Good Burger	1997	103	9	4	1714	PG	Comedy	yes
In Crowd, The	2000	104	15	4	1342	PG-13	Drama	yes
Inspector Gadget	1999	78	75	4	5288	PG	Action Comedy	yes
Into the Sun	2005	97	16	4	481	R	Action	yes
Lengua asesina, La	1996	98	4	4	244	R	Comedy	yes
Route 666	2001	86	2.3	4	487	R	Action	yes
Soul Assassin	2001	96	7	4	376	R	Action	yes
Wild Wild West	1999	107	170	4	19078	PG-13	Action Comedy	yes
Adventures of Pluto Nash, The	2002	95	100	3.9	2543	PG-13	Action Comedy	yes
Diary of a Mad Black Woman	2005	116	5.5	3.9	837	PG-13	Comedy Drama	yes
Fair Game	1995	91	50	3.9	2579	R	Action Comedy	yes
Half Past Dead	2002	98	30	3.9	2099	PG-13	Action	yes
Honey	2003	94	17	3.9	3067	PG-13	Romance Drama	yes
Juwanna Mann	2002	91	15.6	3.9	885	PG-13	Comedy	yes
Kangaroo Jack	2003	89	60	3.9	3661	PG	Comedy	yes
My Life's in Turnaround	1993	84	0.022	3.9	196	R	Comedy	yes
Sweepers	1999	93	12.5	3.9	276	R	Action	yes
xXx: State of the Union	2005	101	87	3.9	1584	PG-13	Action	yes
Agent Cody Banks 2: Destination London	2004	100	26	3.8	919	PG	Action Comedy	yes
Claudine's Return	1998	91	2	3.8	80	R	Romance Drama	yes
Crow: City of Angels, The	1996	84	13	3.8	3656	R	Action	yes
Evil Alien Conquerors	2002	89	0.5	3.8	111	PG-13	Comedy	yes
Fantasma dell'opera, Il	1998	106	10	3.8	910	R	Romance Drama	yes
Gone Fishin'	1997	94	53	3.8	1884	PG	Comedy	yes
Knock Off	1998	91	35	3.8	1947	R	Action	yes
Man-Thing	2005	96	30	3.8	163	R	Action	yes
Pest, The	1997	84	17	3.8	1405	PG-13	Comedy	yes
Skin Deep	2003	89	0.4	3.8	31	R	Action Comedy	yes
Striptease	1996	117	50	3.8	7998	R	Comedy Drama	yes
Swept Away	2002	89	10	3.8	2113	R	RomCom	yes
Untold, The	2002	92	3	3.8	400	R	Action	yes
Wild Ride, The	1960	88	0.03	3.8	56	PG-13	Drama	yes
Beowulf	1999	99	20	3.7	2058	R	Action	yes
Bridge of Dragons	1999	95	4	3.7	373	R	Action	yes
Flintstones in Viva Rock Vegas, The	2000	90	58	3.7	1712	PG	Comedy	yes
Highlander III: The Sorcerer	1994	102	26	3.7	3388	PG-13	Action	yes
McHale's Navy	1997	108	42	3.7	1758	PG	Comedy	yes
Out of Reach	2004	88	20	3.7	399	R	Action Drama	yes
Wing Commander	1999	96	30	3.7	4854	PG-13	Action	yes
Batman & Robin	1997	125	110	3.6	28457	PG-13	Action	yes
Dudley Do-Right	1999	77	22	3.6	1790	PG	Comedy	yes
Johnson Family Vacation	2004	97	12	3.6	955	PG-13	Comedy	yes
Tarzan and the Lost City	1998	83	20	3.6	510	PG	Action	yes
Warriors of Virtue	1997	101	35	3.6	389	PG	Action	yes
Are We There Yet?	2005	95	32	3.5	1043	PG	Comedy	yes
Diplomatic Siege	1999	96	45	3.5	340	R	Action	yes
Down Time	2001	90	0.02	3.5	55	R	Drama	yes
Dusting Cliff 7	1996	95	1.3	3.5	80	R	Action Drama	yes
Freddy Got Fingered	2001	87	15	3.5	9115	R	Comedy	yes
Rancid Aluminium	2000	88	12	3.5	352	R	Drama	yes
Woo	1998	84	13	3.5	407	R	RomCom	yes
Avengers, The	1998	89	60	3.4	11499	PG-13	Action	yes
Ballistic: Ecks vs. Sever	2002	91	70	3.4	4556	R	Action	yes
Catwoman	2004	104	85	3.4	8815	PG-13	Action	yes
Derailed	2002	89	18	3.4	1075	R	Action	yes
Digimon: The Movie	2000	82	5	3.4	455	PG	Animated	yes
Highlander II: The Quickening	1991	92	30	3.4	9264	R	Action	yes
Legion of the Dead	2001	92	2.7	3.4	374	R	Comedy	yes
Meet the Deedles	1998	93	24	3.4	443	PG	Comedy	yes
Dumb and Dumberer: When Harry Met Lloyd	2003	85	19	3.3	4689	PG-13	Comedy	yes
Fascination	2004	95	5	3.3	124	R	Romance Drama	yes
Speed 2: Cruise Control	1997	121	110	3.3	13268	PG-13	Action	yes
Alan Smithee Film: Burn Hollywood Burn, An	1997	86	10	3.2	1262	R	Comedy	yes
Cat in the Hat, The	2003	82	109	3.2	4997	PG	Comedy	yes
I Got the Hook Up	1998	93	3.5	3.2	412	R	Comedy	yes
Minion, The	1998	95	12	3.2	338	R	Action	yes
Soul Plane	2004	92	16	3.2	2361	R	Comedy	yes
Torque	2004	81	40	3.2	4050	PG-13	Action	yes
Crossroads	2002	93	12	3.1	8546	PG-13	RomCom	yes
Foreigner, The	2003	96	20	3.1	904	R	Action	yes
Hillz, The	2004	91	0.1	3.1	80	R	Comedy Drama	yes
Air Marshal	2003	90	0.5	3	81	R	Action	yes
Day of Defense	2003	102	0.5	3	8	PG	Drama	yes
Mortal Kombat: Annihilation	1997	91	30	3	5799	PG-13	Action	yes
Out for a Kill	2003	88	20	3	818	R	Action	yes
Spice World	1997	93	25	3	7710	PG	Comedy	yes
Bug Buster	1998	93	8.5	2.9	268	PG-13	Action Comedy	yes
Last Patrol, The	2000	95	8.2	2.9	236	PG-13	Action Drama	yes
Master of Disguise, The	2002	80	16	2.9	3903	PG	Comedy	yes
Frostbite	2005	83	2.4	2.8	201	R	Comedy	yes
Killers	1997	86	0.1	2.8	127	R	Action	yes
Marci X	2003	80	20	2.8	741	R	Comedy	yes
November	2004	73	0.3	2.8	164	R	Drama	yes
Rollerball	2002	97	70	2.8	5328	R	Action	yes
Luminarias	2000	100	1	2.7	381	R	RomCom	yes
One Hell of a Christmas	2002	94	0.4	2.7	70	R	Comedy	yes
Room, The	2003	99	6	2.7	81	R	RomCom	yes
Chairman of the Board	1998	95	10	2.6	666	PG-13	Comedy	yes
Steel	1997	97	16	2.6	1607	PG-13	Action	yes
2001: A Space Travesty	2000	99	26	2.5	2023	R	Comedy	yes
Baby Geniuses	1999	97	13	2.4	3142	PG	Comedy	yes
Battlefield Earth: A Saga of the Year 3000	2000	119	73	2.4	14970	PG-13	Action	yes
Rachel's Attic	2002	112	0.083	2.4	58	R	Action Drama	yes
Vault, The	2005	87	0.1	2.4	64	PG-13	Action	yes
Gigli	2003	121	54	2.3	11285	R	RomCom	yes
Helix... Loaded, The	2005	97	1	2.3	33	R	Action Comedy	yes
House of the Dead	2003	90	7	2.3	3921	R	Action	yes
Theodore Rex	1995	92	33	2.2	567	PG	Comedy	yes
Alone in the Dark	2005	96	20	2.1	2880	R	Action	yes
Glitter	2001	104	22	2.1	5209	PG-13	Romance Drama	yes
Son of the Mask	2005	94	74	1.9	1785	PG	Action Comedy	yes
You Got Served	2004	95	8	1.9	6041	PG-13	Drama	yes
From Justin to Kelly	2003	90	12	1.7	6517	PG	RomCom	yes
Shawshank Redemption, The	1994	142	25	9.1	149494	R	Drama	no
Lord of the Rings: The Return of the King, The	2003	251	94	9	103631	PG-13	Action	no
Lord of the Rings: The Fellowship of the Ring, The	2001	208	93	8.8	157608	PG-13	Action	no
Lord of the Rings: The Two Towers, The	2002	223	94	8.8	114797	PG-13	Action	no
Pulp Fiction	1994	168	8	8.8	132745	R	Drama	no
Schindler's List	1993	195	25	8.8	97667	R	Drama	no
Star Wars	1977	125	11	8.8	134640	PG	Action	no
Star Wars: Episode V - The Empire Strikes Back	1980	129	18	8.8	103706	PG	Action	no
C'era una volta il West	1968	158	5	8.7	17241	PG-13	Drama	no
Cidade de Deus	2002	135	3.3	8.7	25964	R	Drama	no
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	93	1.8	8.7	63471	PG	Comedy	no
Memento	2000	113	5	8.7	90317	R	Drama	no
Eternal Sunshine of the Spotless Mind	2004	108	20	8.6	46240	R	RomCom	no
American Beauty	1999	121	15	8.5	109991	R	Drama	no
Apocalypse Now	1979	202	31.5	8.5	64785	R	Action Drama	no
Boot, Das	1981	216	14	8.5	28920	R	Drama	no
Fight Club	1999	139	63	8.5	112092	R	Drama	no
Matrix, The	1999	136	63	8.5	143853	R	Action	no
Pianist, The	2002	150	35	8.5	30467	R	Drama	no
Taegukgi hwinalrimyeo	2004	140	12.8	8.5	1792	R	Action Drama	no
American History X	1998	119	10	8.4	59677	R	Drama	no
Requiem for a Dream	2000	102	4.5	8.4	47845	R	Drama	no
Se7en	1995	127	30	8.4	88371	R	Drama	no
Aliens	1986	154	18.5	8.3	63961	R	Action	no
Amadeus	1984	180	18	8.3	36955	R	Drama	no
Before Sunset	2004	80	10	8.3	8789	R	Romance Drama	no
Braveheart	1995	177	53	8.3	92437	R	Action Drama	no
Crash	2004	113	6.5	8.3	1660	R	Drama	no
Donnie Darko	2001	133	4.5	8.3	51961	R	Drama	no
Incredibles, The	2004	121	92	8.3	30749	PG	Animated	no
Kill Bill: Vol. 1	2003	111	55	8.3	65026	R	Action Drama	no
Kill Bill: Vol. 2	2004	136	30	8.3	44189	R	Action Drama	no
Million Dollar Baby	2004	132	30	8.3	20195	PG-13	Drama	no
Saving Private Ryan	1998	170	70	8.3	100267	R	Action Drama	no
Sin City	2005	124	45.5	8.3	23473	R	Action	no
Strangers on a Train	1951	103	1.2	8.3	10624	PG	Drama	no
Adventures of Robin Hood, The	1938	102	1.9	8.2	7359	PG	Action	no
Amores perros	2000	153	2	8.2	15079	R	Drama	no
Fargo	1996	98	7	8.2	65597	R	Drama	no
Festen	1998	105	1.3	8.2	11983	R	Drama	no
Forrest Gump	1994	142	55	8.2	89722	PG-13	Comedy Drama	no
Once Upon a Time in America	1984	227	30	8.2	19292	R	Drama	no
Sixth Sense, The	1999	107	55	8.2	96987	PG-13	Drama	no
Terminator 2: Judgment Day	1991	154	100	8.2	77614	R	Action Drama	no
Wo hu cang long	2000	120	15	8.2	52198	PG-13	Action	no
Big Fish	2003	125	70	8.1	31525	PG-13	Comedy Drama	no
Garden State	2004	109	2.5	8.1	23814	R	RomCom	no
Green Mile, The	1999	188	60	8.1	60142	R	Drama	no
Star Wars: Episode VI - Return of the Jedi	1983	135	32.5	8.1	82471	PG	Action	no
Station Agent, The	2003	88	0.5	8.1	7112	R	Drama	no
Ying xiong	2002	93	30	8.1	24128	PG-13	Action Drama	no
21 Grams	2003	124	20	8	21857	R	Drama	no
Almost Famous	2000	162	60	8	38648	R	Comedy Drama	no
Big Lebowski, The	1998	117	15	8	50179	R	Comedy	no
Ed Wood	1994	127	18	8	22612	R	Comedy Drama	no
Gladiator	2000	155	103	8	92495	R	Action Drama	no
Insider, The	1999	157	68	8	28780	R	Drama	no
Intruder, The	1962	84	0.08	8	163	PG-13	Drama	no
Last Picture Show, The	1971	118	1.3	8	5340	R	Drama	no
Lost in Translation	2003	102	4	8	42450	R	Comedy Drama	no
Magnolia	1999	188	37	8	45992	R	Drama	no
Mystic River	2003	137	30	8	28969	R	Drama	no
Pirates of the Caribbean: The Curse of the Black Pearl	2003	143	125	8	60812	PG-13	Action Comedy	no
Shrek	2001	90	60	8	65146	PG	Animated	no
Sideways	2004	123	16	8	17051	R	Comedy Drama	no
Trainspotting	1996	94	3.5	8	51887	R	Drama	no
Adaptation.	2002	114	19	7.9	25140	R	Comedy Drama	no
Clerks.	1994	92	0.23	7.9	39927	R	Comedy Drama	no
Doctor Zhivago	1965	200	11	7.9	10283	PG-13	Romance Drama	no
Gong fu	2004	99	20	7.9	5299	R	Action Comedy	no
Heat	1995	188	60	7.9	44588	R	Action Drama	no
Henry V	1989	137	9	7.9	8241	PG-13	Action Drama	no
Invasions barbares, Les	2003	112	5	7.9	4900	R	Comedy Drama	no
Iron Giant, The	1999	86	48	7.9	15151	PG	Animated	no
Lashou shentan	1992	131	4.5	7.9	6568	R	Action Drama	no
Last Samurai, The	2003	154	100	7.9	31668	R	Action Drama	no
Mulholland Dr.	2001	147	15	7.9	35504	R	Drama	no
Secrets & Lies	1996	136	4.5	7.9	7747	R	Comedy Drama	no
Shaun of the Dead	2004	99	4	7.9	18685	R	Comedy	no
Snatch.	2000	102	10	7.9	44785	R	Comedy	no
Spider-Man 2	2004	127	200	7.9	40256	PG-13	Action	no
Twelve Monkeys	1995	129	29	7.9	62301	R	Drama	no
When Zachary Beaver Came to Town	2003	85	3	7.9	35	PG	Drama	no
X2	2003	133	110	7.9	38191	PG-13	Action	no
25th Hour	2002	135	15	7.8	15788	R	Drama	no
Beautiful Mind, A	2001	135	60	7.8	43291	PG-13	Drama	no
Casino	1995	176	52	7.8	27234	R	Drama	no
E.T. the Extra-Terrestrial	1982	120	10.5	7.8	44175	PG	Drama	no
